14,2019-6-1,FC東京,大分,3,1,味スタ,14:00
14,2019-6-1,磐田,神戸,1,1,エコパ,15:00
14,2019-6-1,鳥栖,C大阪,0,1,駅スタ,16:00
14,2019-6-1,松本,清水,1,1,サンアル,18:00
14,2019-6-1,川崎F,浦和,1,1,等々力,19:00
14,2019-6-1,G大阪,鹿島,1,1,パナスタ,19:00
15,2019-6-14,川崎F,札幌,1,1,等々力,19:00
15,2019-6-14,広島,湘南,2,0,Eスタ,19:00
15,2019-6-14,鹿島,C大阪,2,0,カシマ,19:00
15,2019-6-15,清水,横浜FM,3,2,アイスタ,18:00
15,2019-6-15,浦和,鳥栖,2,1,埼玉,19:00
15,2019-6-15,FC東京,神戸,0,1,味スタ,19:00
15,2019-6-15,松本,仙台,0,1,サンアル,19:00
15,2019-6-15,磐田,G大阪,0,0,ヤマハ,19:00
15,2019-6-15,大分,名古屋,1,1,昭和電ド,19:00
16,2019-6-22,札幌,鳥栖,3,1,札幌厚別,14:00
16,2019-6-22,横浜FM,松本,1,0,日産ス,18:00
16,2019-6-22,神戸,大分,2,2,ノエスタ,18:00
16,2019-6-22,名古屋,清水,1,2,パロ瑞穂,19:00
16,2019-6-22,G大阪,湘南,1,0,パナスタ,19:00
16,2019-6-22,C大阪,磐田,2,0,ヤンマー,19:00
16,2019-6-23,仙台,FC東京,2,0,ユアスタ,19:00
17,2019-6-29,松本,G大阪,1,3,サンアル,18:00
17,2019-6-29,FC東京,横浜FM,4,2,味スタ,19:00
17,2019-6-30,神戸,名古屋,5,3,ノエスタ,18:00
17,2019-6-30,鹿島,広島,2,2,カシマ,18:30
17,2019-6-30,仙台,札幌,2,1,ユアスタ,19:00
17,2019-6-30,湘南,C大阪,0,2,BMWス,19:00
17,2019-6-30,磐田,川崎F,1,3,ヤマハ,19:00
17,2019-6-30,大分,浦和,2,0,昭和電ド,19:00
17,2019-6-30,鳥栖,清水,4,2,駅スタ,19:30
18,2019-7-6,清水,神戸,2,1,アイスタ,18:00
18,2019-7-6,鹿島,磐田,2,0,カシマ,19:00
18,2019-7-6,浦和,仙台,1,0,埼玉,19:00
18,2019-7-6,横浜FM,大分,1,0,ニッパツ,19:00
18,2019-7-6,広島,C大阪,1,1,Eスタ,19:00
18,2019-7-7,札幌,松本,1,1,札幌ド,14:00
18,2019-7-7,名古屋,湘南,0,2,パロ瑞穂,18:00
18,2019-7-7,FC東京,G大阪,3,1,味スタ,19:00
18,2019-7-7,川崎F,鳥栖,0,0,等々力,19:00
19,2019-7-13,松本,磐田,0,1,サンアル,18:00
19,2019-7-13,仙台,鹿島,0,4,ユアスタ,19:00
19,2019-7-13,横浜FM,浦和,3,1,日産ス,19:00
19,2019-7-13,G大阪,清水,1,0,パナスタ,19:00
19,2019-7-13,C大阪,名古屋,3,0,ヤンマー,19:00
19,2019-7-13,大分,札幌,2,1,昭和電ド,19:00
19,2019-7-13,鳥栖,広島,0,2,駅スタ,19:30
19,2019-7-14,FC東京,川崎F,0,3,味スタ,19:00
19,2019-7-14,湘南,神戸,3,1,BMWス,19:00
20,2019-7-20,札幌,湘南,5,2,札幌厚別,13:00
20,2019-7-20,松本,広島,2,2,サンアル,18:00
20,2019-7-20,名古屋,G大阪,2,2,豊田ス,18:00
20,2019-7-20,神戸,横浜FM,0,2,ノエスタ,18:00
20,2019-7-20,鹿島,鳥栖,2,1,カシマ,18:30
20,2019-7-20,清水,FC東京,0,2,アイスタ,19:00
20,2019-7-20,磐田,浦和,1,3,エコパ,19:00
20,2019-7-20,C大阪,仙台,0,0,ヤンマー,19:00
20,2019-7-27,川崎F,大分,3,1,等々力,19:00
16,2019-7-31,広島,川崎F,3,2,Eスタ,19:00
16,2019-7-31,浦和,鹿島,1,1,埼玉,19:30
21,2019-8-2,神戸,G大阪,2,2,ノエスタ,19:00
21,2019-8-3,仙台,磐田,2,1,ユアスタ,19:00
21,2019-8-3,FC東京,C大阪,3,0,味スタ,19:00
21,2019-8-3,横浜FM,清水,0,1,日産ス,19:00
21,2019-8-3,湘南,鹿島,3,2,BMWス,19:00
21,2019-8-3,広島,札幌,1,0,Eスタ,19:00
21,2019-8-4,浦和,名古屋,2,2,埼玉,19:00
21,2019-8-4,川崎F,松本,0,0,等々力,19:00
21,2019-8-4,鳥栖,大分,2,2,駅スタ,19:30
22,2019-8-10,札幌,浦和,1,1,札幌ド,14:00
22,2019-8-10,清水,松本,1,0,アイスタ,18:00
22,2019-8-10,鹿島,横浜FM,2,1,カシマ,18:30
22,2019-8-10,FC東京,仙台,1,0,味スタ,19:00
22,2019-8-10,名古屋,川崎F,3,0,豊田ス,19:00
22,2019-8-10,G大阪,広島,1,1,パナスタ,19:00
22,2019-8-10,大分,神戸,1,1,昭和電ド,19:00
22,2019-8-11,C大阪,鳥栖,1,2,ヤンマー,18:00
22,2019-8-11,磐田,湘南,2,3,ヤマハ,19:00
23,2019-8-17,清水,札幌,0,8,アイスタ,18:00
23,2019-8-17,仙台,川崎F,2,2,ユアスタ,19:00
23,2019-8-17,FC東京,広島,0,1,味スタ,19:00
23,2019-8-17,横浜FM,C大阪,1,2,日産ス,19:00
23,2019-8-17,湘南,鳥栖,2,3,BMWス,19:00
23,2019-8-17,神戸,浦和,3,0,ノエスタ,19:00
23,2019-8-17,大分,鹿島,0,1,昭和電ド,19:00
23,2019-8-17,松本,名古屋,1,1,サンアル,18:00
23,2019-8-17,G大阪,磐田,1,1,パナスタ,19:00
24,2019-8-23,鹿島,G大阪,2,2,カシマ,19:00
24,2019-8-23,鳥栖,神戸,1,6,駅スタ,19:30
24,2019-8-23,浦和,松本,1,2,埼玉,19:30
24,2019-8-24,札幌,FC東京,1,1,札幌ド,13:00
24,2019-8-24,名古屋,横浜FM,1,5,パロ瑞穂,18:00
24,2019-8-24,仙台,湘南,1,1,ユアスタ,19:00
24,2019-8-24,川崎F,清水,2,2,等々力,19:00
24,2019-8-24,磐田,C大阪,0,2,ヤマハ,19:00
24,2019-8-24,広島,大分,0,0,Eスタ,19:00
25,2019-8-30,名古屋,FC東京,1,2,パロ瑞穂,19:30
25,2019-8-31,横浜FM,G大阪,3,1,ニッパツ,19:00
25,2019-8-31,松本,大分,0,0,サンアル,19:00
25,2019-8-31,磐田,広島,0,2,ヤマハ,19:00
25,2019-8-31,神戸,札幌,2,3,ノエスタ,19:00
25,2019-8-31,鳥栖,仙台,2,1,駅スタ,19:30
25,2019-8-31,C大阪,川崎F,2,1,ヤンマー,18:00
25,2019-8-31,清水,鹿島,0,4,アイスタ,18:00
25,2019-8-31,湘南,浦和,1,1,BMWス,19:00
26,2019-8-13,清水,名古屋,3,2,アイスタ,19:30
26,2019-8-13,浦和,C大阪,1,2,埼玉,19:30
26,2019-9-14,札幌,仙台,1,3,札幌厚別,14:00
26,2019-9-14,大分,湘南,2,1,大分陸,18:00
26,2019-9-14,鹿島,FC東京,2,0,カシマ,19:00
26,2019-9-14,川崎F,磐田,2,0,等々力,19:00
26,2019-9-14,横浜FM,広島,3,0,ニッパツ,19:00
26,2019-9-14,G大阪,鳥栖,1,0,パナスタ,19:00
26,2019-9-14,神戸,松本,2,1,ノエスタ,19:00
27,2019-9-28,C大阪,G大阪,3,1,ヤンマー,14:00
27,2019-9-28,鳥栖,浦和,3,3,駅スタ,14:00
27,2019-9-28,鹿島,札幌,1,1,カシマ,15:00
27,2019-9-28,川崎F,神戸,1,2,等々力,17:00
27,2019-9-28,大分,磐田,1,2,大分陸,18:00
27,2019-9-28,仙台,横浜FM,1,1,ユアスタ,19:00
27,2019-9-28,広島,名古屋,1,1,Eスタ,19:00
27,2019-9-29,松本,FC東京,0,0,サンアル,14:00
27,2019-9-29,湘南,清水,0,6,BMWス,19:00
28,2019-10-4,G大阪,札幌,5,0,パナスタ,19:00
28,2019-10-5,仙台,松本,0,1,ユアスタ,14:00
28,2019-10-5,磐田,横浜FM,0,2,ヤマハ,14:00
28,2019-10-5,名古屋,大分,1,1,パロ瑞穂,14:00
28,2019-10-5,鳥栖,FC東京,2,1,駅スタ,14:00
28,2019-10-5,広島,神戸,6,2,Eスタ,16:00
28,2019-10-6,C大阪,鹿島,0,1,ヤンマー,15:00
28,2019-10-6,浦和,清水,2,1,埼玉,17:00
28,2019-10-6,湘南,川崎F,0,5,BMWス,19:00
29,2019-10-18,松本,鹿島,1,1,サンアル,19:00
29,2019-10-18,札幌,C大阪,0,1,札幌ド,19:00
29,2019-10-18,浦和,大分,0,1,埼玉,19:30
29,2019-10-19,神戸,FC東京,1,3,ノエスタ,13:00
29,2019-10-19,横浜FM,湘南,3,1,ニッパツ,14:00
29,2019-10-19,清水,広島,1,2,アイスタ,14:00
29,2019-10-19,名古屋,仙台,0,2,パロ瑞穂,14:00
29,2019-10-19,G大阪,川崎F,2,2,パナスタ,14:00
29,2019-10-19,磐田,鳥栖,2,2,ヤマハ,15:00
31,2019-10-29,広島,浦和,1,1,Eスタ,19:00
30,2019-11-1,鹿島,浦和,1,0,カシマ,19:00
30,2019-11-2,神戸,仙台,2,0,ノエスタ,13:00
30,2019-11-2,札幌,名古屋,3,0,札幌ド,14:00
30,2019-11-2,清水,磐田,1,2,アイスタ,14:00
30,2019-11-2,鳥栖,横浜FM,1,2,駅スタ,14:00
30,2019-11-2,C大阪,松本,1,1,ヤンマー,15:00
30,2019-11-2,川崎F,広島,2,1,等々力,15:00
30,2019-11-2,大分,FC東京,0,2,昭和電ド,15:00
30,2019-11-3,湘南,G大阪,0,3,BMWス,16:00
